Gene	Gene_Name	Molecule	Start	End	strand	probe_start	probe_end	1451_growth_t1_avg	1451_growth_t2_avg	1451_growth_t3_avg	1451_growth_t4_avg	ura3_growth_t1_avg	ura3_growth_t2_avg	ura3_growth_t3_avg	ura3_growth_t4_avg
VNG2636G	uvrA	chr	1971212	1974157	+	1971439	1971370	-0.056666667	0.067666667	0.005333333	-0.0545	0.006	0.019333333	0.027	0.0015
VNG2637H		chr	1974232	1975146	+	1974706	1974637	0.079333333	-0.014666667	0.099333333	0.2355	0.15	0.108666667	0.207666667	0.3315
VNG2638G	bchP	chr	1975213	1976292	+	1975995	1975926	0.136666667	0.132666667	0.085666667	0.152	0.1475	0.117333333	0.061666667	0.0895
VNG2639G	uae	chr	1977676	1976306	-	1977510	1977579	0.107666667	-0.1	0.051333333	-0.115	0.077	0.041	-0.055	-0.0265
VNG2640G	gcvT2	chr	1978779	1977748	-	1978098	1978167	-0.021	0.02	0.027	0.1415	0.069	-0.035666667	0.037	0.1185
VNG2641H		chr	1979123	1978827	-	1978911	1978980	-0.014666667	0.001333333	0.045	0.167	0.012	-0.084666667	-0.003	0.133
VNG2642H		chr	1979205	1980143	+	1979345	1979276	-0.152	-0.009666667	-0.001	-0.119	-0.1115	-0.008666667	-0.063666667	-0.1105
VNG2643H		chr	1980191	1980580	+	1980545	1980476	0.024	0.008	-0.004	-0.0475	0.099	0.011	-0.075	-0.065
VNG2644C		chr	1981048	1980695	-	1980695	1980764	-0.061	0.042	-0.012666667	-0.069	-0.046	-0.053666667	-0.070666667	-0.105
VNG2645H		chr	1982514	1982786	+	1982674	1982605	0.077666667	0.042666667	0.049333333	0.035	-0.0495	-0.026	0.006	0.075
VNG2646C		chr	1982431	1981955	-	1982155	1982224	0.029	0.070666667	0.032333333	-0.081	0.0395	0.059666667	-0.028	-0.078
VNG2647G	vacB	chr	1982832	1984118	+	1983859	1983790	-0.057333333	0.010666667	0.032666667	0.094	0.0295	0.02	0.036	0.164
VNG2648G	rps10p	chr	1984709	1984404	-	1984559	1984628	-0.048333333	-0.002333333	-0.138333333	-0.3805	-0.062	-0.031	-0.158666667	-0.353
VNG2649G	eef1a	chr	1985978	1984716	-	1985646	1985715	-0.08	-0.021666667	-0.125333333	-0.3245	-0.0745	-0.067333333	-0.162	-0.3325
VNG2650G	hom	chr	1987086	1986136	-	1986192	1986261	0.05	0.089666667	0.02	-0.0745	0.091	0.074666667	-0.026	0.087
VNG2652H		chr	1989215	1987887	-	1989102	1989171	0.102666667	0.062333333	-0.067	-0.24	0.041	0.050333333	-0.087	-0.2015
VNG2653C		chr	1989233	1989628	+	1989544	1989475	0.056333333	0.101333333	0.013666667	0.1265	0.1495	0.09	0.167	0.095
VNG2654G	eef2	chr	1991741	1989696	-	1990415	1990484	-0.162666667	-0.076333333	-0.152666667	-0.3265	-0.1225	-0.041666667	-0.157	-0.3315
VNG2656H		chr	1992072	1992833	+	1992491	1992422	-0.006333333	0.079666667	0.022333333	0.0485	0.067	0.05	0.124	0.1325
VNG2657G	rps7p	chr	1993543	1992914	-	1993303	1993372	-0.032	-0.007666667	-0.083666667	-0.2925	0.0565	0.047	-0.147	-0.326
VNG2658G	rps12p	chr	1993975	1993550	-	1993725	1993794	-0.076	-0.035666667	-0.122666667	-0.3285	-0.0645	-0.025666667	-0.181	-0.3375
VNG2661G	nusA	chr	1994558	1994142	-	1994257	1994326	-0.11	0.005333333	-0.029	-0.0685	0.0055	-0.035	-0.031333333	-0.0905
VNG2662G	rpoC	chr	1995751	1994561	-	1995540	1995609	-0.12	-0.022	-0.059666667	-0.177	-0.1145	-0.047333333	-0.090333333	-0.1035
VNG2664G	rpoA	chr	1998524	1995747	-	1997103	1997172	-0.127333333	0.021	-0.008333333	-0.09	-0.0185	-0.018666667	-0.053	-0.0805
VNG2665G	rpoB'	chr	2000485	1998662	-	1999902	1999971	-0.134	0.008333333	-0.019333333	-0.1385	-0.1125	-0.044	-0.089	-0.115
VNG2666G	rpoB''	chr	2002058	2000490	-	2001736	2001805	-0.144333333	-0.044	-0.045666667	-0.107	-0.0645	-0.040333333	-0.095	-0.145
VNG2668G	rpoH	chr	2002286	2002062	-	2002063	2002132	-0.134	-0.024333333	-0.071	-0.199	-0.1415	-0.058	-0.116666667	-0.139
VNG2669G	cyo	chr	2003546	2002629	-	2003192	2003261	0.140333333	-0.06	0.015	-0.072	0.0955	0.127	-0.017	-0.0645
VNG2673H		chr	2006309	2006202	-	2006216	2006285	-0.08	0.052333333	0.006666667	0.138	0.0355	-0.03	0.047666667	0.14
VNG2674H		chr	2006856	2006449	-	2006691	2006760	-0.042	-0.072333333	-0.011666667	0.066	-0.0725	-0.063666667	-0.011333333	0.102
VNG2675C		chr	2007438	2006923	-	2006969	2007038	0.026	0.076333333	0.042666667	0.0145	0.0475	0.067666667	0.104333333	0.0825
VNG2677H		chr	2007840	2009696	+	2009023	2008954	0.138	-0.01	0.016333333	-0.0185	0.043	0.062333333	-0.006333333	0.104
VNG2678H		chr	2011541	2009712	-	2011380	2011449	0.180666667	0.239	0.237666667	0.4745	0.2275	0.255333333	0.392666667	0.374
VNG2679G	csg	chr	2011729	2014236	+	2012058	2011989	-0.167666667	0.022	-0.013333333	-0.341	-0.161	-0.126666667	-0.164333333	-0.309
VNG5001H		pNRC100	812	366	-	513	582	-0.042333333	0.082666667	0.049666667	0.041	-0.08	0.032	0.033333333	0.1005
VNG5003H		pNRC100	1172	837	-	960	1029	-0.116	0.017333333	0.017333333	0.045	-0.0835	-0.040333333	-0.08	-0.03
VNG5007H		pNRC100	3719	1908	-	2816	2885	-0.188666667	-0.014666667	-0.071333333	-0.129	-0.137	-0.053	-0.082666667	-0.106
VNG5008H		pNRC100	4215	4607	+	4477	4408	0.07	0.092333333	0.085	-0.162	0.0455	0.088666667	0.018666667	-0.2595
VNG5009H		pNRC100	4614	4808	+	4739	4670	0.062	0.157	0.112333333	0.1085	0.1055	0.105	0.130333333	-0.097
VNG5010G	sojA	pNRC100	5401	4985	-	5136	5205	0.071	0.417	0.406	0.108	0.014	0.066	0.071333333	-0.3205
VNG5011H		pNRC100	7860	5545	-	7495	7564	-0.029333333	0.124666667	-0.027	-0.039	0.0305	0.037	0.057666667	-0.0435
VNG5012H		pNRC100	8574	7864	-	8316	8385	-0.004333333	0.000666667	0.063	0.0055	0.059	0.075666667	0.167	0.1135
VNG5013G	repH	pNRC100	9210	12428	+	11880	11811	0.047333333	0.105	0.05	0.198	0.0805	0.110333333	0.301	0.1815
VNG5017H		pNRC100	15743	16348	+	16277	16208	0.037	0.03	0.128333333	0.402	0.117	0.194	0.343666667	0.38
VNG5019G	gvpM1	pNRC100	16705	16454	-	16502	16571	-0.167666667	-0.002	0.017666667	0.02	-0.0855	-0.022666667	-0.036333333	-0.0235
VNG5020G	gvpL1	pNRC100	17550	16708	-	17195	17264	-0.174666667	-0.033333333	0.026666667	0.021	-0.093	-0.002	-0.021333333	0.0045
VNG5021G	gvpK1	pNRC100	17888	17550	-	17715	17784	-0.121	0.011	0.015666667	-0.045	-0.1205	-0.024666667	-0.045333333	-0.019
VNG5022G	gvpJ1	pNRC100	18234	17893	-	17956	18025	-0.222666667	-0.011666667	-0.005666667	-0.018	-0.161	-0.064666667	-0.061	0.0175
VNG5023G	gvpI1	pNRC100	18661	18230	-	18307	18376	-0.169666667	-0.008333333	0.005333333	-0.0305	-0.156	-0.064333333	-0.058666667	-0.037
VNG5025G	gvpH1	pNRC100	19206	18661	-	18908	18977	-0.148666667	0.021666667	0.052333333	0.0785	-0.0545	-0.011333333	-0.019	0.049
VNG5026G	gvpG1	pNRC100	19457	19209	-	19303	19372	-0.147333333	-0.009333333	0.008333333	-0.018	-0.15	-0.041	-0.081333333	0.001
VNG5027G	gvpF1	pNRC100	20102	19464	-	19971	20040	-0.099333333	-0.009333333	0.033333333	0.0635	-0.076	-0.048	-0.066	0.038
VNG5028G	gvpE1	pNRC100	20670	20098	-	20278	20347	-0.225	-0.045333333	-0.003333333	0.1335	-0.1525	-0.088666667	-0.034333333	0.144
VNG5029G	gvpD1	pNRC100	22283	20676	-	21011	21080	-0.059333333	0.018666667	0.045	0.211	0.0665	-0.075333333	-0.016	0.12
VNG5030G	gvpA1	pNRC100	22484	22711	+	22710	22641	-0.270333333	0.029333333	0.077333333	-0.017	-0.2055	-0.122666667	-0.071	0.112
VNG5032G	gvpC1	pNRC100	22804	23949	+	23040	22971	-0.387666667	-0.099	0.059	0.3255	-0.251	-0.234333333	-0.032666667	0.1635
VNG5033G	gvpN1	pNRC100	23949	24989	+	24086	24017	-0.302333333	-0.061	0.020333333	0.1175	-0.2385	-0.16	-0.076	0.0775
VNG5034G	gvpO1	pNRC100	25017	25373	+	25176	25107	-0.199333333	-0.010666667	0.014	0.0985	-0.1495	-0.120333333	-0.058666667	0.0235
VNG5035G	sojB	pNRC100	25405	26166	+	26109	26040	-0.168	-0.001	0.064	0.1505	-0.1095	-0.057333333	-0.047333333	0.064
VNG5037G	htlD	pNRC100	29436	26686	-	28214	28283	-0.129333333	-0.081333333	-0.048333333	-0.043	-0.044	-0.030666667	-0.052333333	-0.0195
VNG5038H		pNRC100	29637	29786	+	29770	29701	-0.111	0.076	0.133666667	0.216	0.0105	-0.041	0.043666667	0.1345
VNG5039G	tbpA	pNRC100	30131	30343	+	30343	30274	0.020333333	0.063666667	0.118333333	0.1845	0.079	0.041666667	0.144333333	0.1755
VNG5041H		pNRC100	34264	33407	-	33510	33579	0.095333333	0.167666667	0.061	0.3965	0.238	0.213666667	0.319	0.229
VNG5042H		pNRC100	34534	35358	+	34825	34756	-0.029333333	-0.134666667	-0.056666667	-0.136	-0.0325	0.040333333	0.01	-0.065
VNG5044H		pNRC100	36008	36841	+	36287	36218	-0.067666667	0.078666667	-0.008	-0.241	-0.181	-0.012	-0.067666667	-0.3405
VNG5047H		pNRC100	38520	38254	-	38292	38361	0.144	0.061	0.136666667	0.259	0.1645	0.113	0.223	0.3455
VNG5048H		pNRC100	38837	38682	-	38692	38761	0.072333333	0.161333333	0.111666667	0.2075	0.1085	0.084666667	0.216666667	0.329
VNG5049H		pNRC100	39437	39207	-	39319	39388	-0.239666667	-0.023333333	-0.044333333	-0.1415	-0.191	-0.049	-0.068	-0.4085
VNG5050H		pNRC100	39504	39782	+	39614	39545	-0.061333333	-0.017333333	-0.069	-0.099	0.077	0.068333333	-0.008333333	-0.151
VNG5052G	tbpB	pNRC100	40439	39882	-	39928	39997	-0.070666667	-0.001	-0.024	-0.0285	0.02	0.012666667	-0.016	-0.0335
VNG5053H		pNRC100	40747	40580	-	40588	40657	0.105	0.192	0.160666667	0.264	0.109	0.075333333	0.046666667	0.0735
VNG5055G	cydA	pNRC100	42257	43702	+	43646	43577	-0.233666667	-0.045333333	-0.014666667	0.1445	-0.17	-0.194666667	-0.087333333	0.244
VNG5057G	cydB	pNRC100	43698	44690	+	44654	44585	-0.066	-0.022	0.020666667	0.101	-0.059	-0.11	0.032	0.21
VNG5059C		pNRC100	45384	44815	-	45069	45138	-0.027333333	-0.099666667	-0.020666667	0.01	0.0325	0.043333333	0.005666667	0.05
VNG5061C		pNRC100	45632	45390	-	45522	45591	0.058	0.014666667	-0.017	0.0375	0.0635	0.027	0.001333333	-0.0115
VNG5062C		pNRC100	45882	47072	+	46356	46287	0.239333333	-0.091	0.059333333	0.1425	0.093	0.118666667	0.11	0.0445
VNG5063H		pNRC100	47084	47572	+	47289	47220	0.123666667	0.125	0.099	0.25	0.098	0.106	0.226666667	0.2515
VNG5064H		pNRC100	47575	48030	+	47708	47639	0.319666667	-0.036666667	0.110333333	0.29	0.1315	0.14	0.216666667	0.2635
VNG5066G	phoT1	pNRC100	48044	49216	+	48642	48573	0.429666667	0.273	0.217	0.466	0.3295	0.211666667	0.298	0.3235
VNG5068G	boa3	pNRC100	50012	49239	-	49889	49958	0.189333333	-0.014333333	0.033666667	0.1345	0.025	0.026	0.11	0.239
VNG5069C		pNRC100	50060	51166	+	51161	51092	0.236	0.225666667	0.193333333	0.4385	0.334	0.185333333	0.280666667	0.3675
VNG5071C		pNRC100	51173	52435	+	52432	52363	-0.083	-0.066333333	-0.030666667	0.1345	0.0475	0.052333333	0.131333333	0.144
VNG5073H		pNRC100	52660	52806	+	52798	52729	0.31	0.141	0.062333333	0.284	0.0025	0.156	0.311666667	0.2475
VNG5074C		pNRC100	52828	53802	+	53309	53240	0.116	-0.164666667	0.085	0.4295	0.1835	0.163666667	0.293	0.376
VNG5075C		pNRC100	53918	54319	+	54315	54246	-0.072	0.028	-0.011333333	0.0065	-0.0815	-0.010333333	-0.055333333	0.078
VNG5076G	trxA1	pNRC100	54498	54854	+	54612	54543	-0.094	-0.001333333	0.001	0.0195	-0.082	-0.014	0.015	0.057
VNG5077G	trxB1	pNRC100	54858	55472	+	55464	55395	-0.036333333	0.05	0.032666667	0.08	0.021	0.025	0.051666667	0.091
VNG5078G	trh	pNRC100	55602	55880	+	55712	55643	-0.004333333	-0.066333333	0.056333333	0.1285	-0.002	0.021333333	0.102	0.126
VNG5079H		pNRC100	57249	56134	-	56175	56244	0.147666667	0.239	0.144666667	0.3045	0.261	0.169666667	0.164666667	0.1745
VNG5080H		pNRC100	57493	57245	-	57258	57327	0.096	-0.020333333	0.101	0.2415	0.069	0.133666667	0.202	0.2755
VNG5081H		pNRC100	57972	58349	+	58274	58205	-0.098666667	0.038	0.003333333	-0.006	-0.0315	-0.017666667	0.032	0.041
VNG5083H		pNRC100	59944	60051	+	60048	59979	-0.131666667	0.061	0.047333333	0.065	-0.1435	-0.115333333	-0.024	0.296
VNG5085H		pNRC100	61626	62276	+	61811	61742	0.151	0.03	0.020333333	0.045	-0.0415	0.008	0.043666667	0.0145
VNG5086H		pNRC100	62291	62845	+	62749	62680	-0.028666667	0.007333333	-0.053	0.0365	0.009	-0.001	0.084	0.01
VNG5088H		pNRC100	65320	64904	-	65094	65163	-0.011333333	0.007666667	-0.045	-0.161	-0.119	-0.022333333	-0.075666667	-0.127
VNG5089G	sojC1	pNRC100	66251	65316	-	66132	66201	-0.110333333	-0.046	-0.078	-0.151	-0.0965	-0.052333333	-0.094333333	-0.205
VNG5090C		pNRC100	67316	66516	-	66535	66604	0.133	-0.015333333	-0.008333333	-0.0215	-0.037	-0.036333333	0.011	-0.029
VNG5091C		pNRC100	68152	67325	-	67377	67446	-0.025333333	-0.002666667	0.046	0.108	0.0415	0.009333333	0.057666667	0.135
VNG5093C		pNRC100	68682	68248	-	68450	68519	0.021	0.047333333	0.005	-0.092	0.0065	0.014333333	-0.029	-0.1225
VNG5097H		pNRC100	71971	72219	+	72216	72147	0.15	0.085333333	0.065666667	0.222	0.2485	0.116333333	0.241	0.1705
VNG5098C		pNRC100	73046	72333	-	72745	72814	0.252333333	0.133666667	0.159666667	0.2	0.082	0.09	0.192666667	0.225
VNG5100C		pNRC100	74656	73262	-	74054	74123	0.061	0.149333333	0.133666667	0.283	0.2265	0.154333333	0.293	0.2225
VNG5102H		pNRC100	75853	75161	-	75211	75280	0.404666667	0.195	0.092666667	0.339	0.224	0.128	0.311	0.425
VNG5104H		pNRC100	76757	75858	-	76490	76559	0.163666667	0.081	0.140666667	0.279	0.177	0.135666667	0.299333333	0.27
VNG5105H		pNRC100	78514	76757	-	77408	77477	0.346333333	0.14	0.076666667	0.185	0.1625	0.123666667	0.276666667	0.253
VNG5106H		pNRC100	79052	78570	-	78717	78786	0.160666667	0.182	0.109333333	0.2175	0.094	0.108666667	0.239333333	0.2295
VNG5108H		pNRC100	79339	79073	-	79123	79192	0.301333333	0.183	0.125666667	0.165	0.1325	0.123333333	0.227333333	0.31
VNG5112H		pNRC100	81614	81429	-	81461	81530	0.097666667	-0.056666667	0.052333333	0.227	0.114	0.132666667	0.201666667	0.1685
VNG5115H		pNRC100	84766	83528	-	84389	84458	-0.014	0.105	0.070333333	0.202	0.0665	0.08	0.185	0.238
VNG5116H		pNRC100	85381	84779	-	85174	85243	0.027	0.142666667	0.061	0.1705	0.0775	0.006	0.016333333	0.103
VNG5118H		pNRC100	85735	85385	-	85576	85645	0.013666667	0.116333333	0.14	0.3705	0.117	0.085	0.204333333	0.277
VNG5119H		pNRC100	86398	85820	-	86099	86168	-0.065666667	0.067	0.043666667	0.083	-0.045	-0.020333333	0.060666667	0.126
VNG5120H		pNRC100	86612	86490	-	86493	86562	0.045333333	0.223666667	0.207666667	0.513	0.2375	0.222	0.434666667	0.4245
VNG5123H		pNRC100	89376	89041	-	89051	89120	-0.131	0.028	-0.003333333	-0.0555	-0.056	-0.016666667	-0.028666667	-0.0165
VNG5124H		pNRC100	90164	89706	-	90006	90075	-0.001	0.128	0.061333333	0.191	0.1175	0.097	0.094	0.1505
VNG5126G	sojD	pNRC100	90937	90167	-	90241	90310	0.032	-0.036333333	0.014	0.139	0.098	0.071	0.173666667	0.2005
VNG5129H		pNRC100	91681	91388	-	91471	91540	0.395	0.216666667	0.142	0.4435	0.229	0.164	0.299	0.3685
VNG5130H		pNRC100	91734	92039	+	91869	91800	0.037333333	0.043	0.087333333	0.101	0.1675	0.094666667	0.087333333	0.043
VNG5131H		pNRC100	92639	93610	+	92946	92877	0.127666667	0.077333333	0.018333333	0.0725	0.0025	0.073333333	0.128666667	0.196
VNG5132H		pNRC100	93610	94071	+	93856	93787	-0.061	0.034333333	0.017	0.0855	0.093	0.002	0.038666667	0.046
VNG5133C		pNRC100	95450	94104	-	95096	95165	0.178333333	0.132	0.064666667	0.1575	0.1605	0.108	0.194333333	0.192
VNG5134G	rad25	pNRC100	96846	95440	-	95561	95630	0.076666667	0.028	0.063333333	0.221	0.1725	0.131333333	0.168	0.1475
VNG5135H		pNRC100	97244	97648	+	97639	97570	0.271	0.160333333	0.137666667	0.3875	0.2125	0.221	0.377	0.422
VNG5136G	repI	pNRC100	97984	101367	+	98525	98456	0.204333333	0.116666667	0.193666667	0.4105	0.195	0.216333333	0.322333333	0.3395
VNG5137H		pNRC100	103281	103469	+	103449	103380	0.081333333	-0.048333333	-0.041	-0.089	0.0835	0.018666667	0.098	0.0055
VNG5139C		pNRC100	107069	109051	+	107830	107761	0.144	0.121333333	0.08	0.308	0.1945	0.112	0.131666667	0.0905
VNG5141G	hepA	pNRC100	109543	111987	+	109826	109757	0.505666667	0.26	0.218	0.435	0.302	0.181666667	0.228	0.362
VNG5142G	tbpC	pNRC100	111987	112529	+	112198	112129	0.077	0.071	-0.013333333	0.177	0.1125	0.059333333	0.113666667	0.064
VNG5143C		pNRC100	112973	114124	+	113677	113608	-0.040333333	-0.084666667	-0.072666667	0.041	-0.1485	-0.120333333	-0.059333333	0.102
VNG5144H		pNRC100	114461	114739	+	114569	114500	-0.085	-0.008666667	-0.024333333	-0.0425	-0.0425	-0.054333333	-0.053	-0.1385
VNG5145H		pNRC100	115512	115114	-	115371	115440	-0.559333333	-0.375	-0.031666667	0.654	-0.4585	-0.436	0.219666667	0.7315
VNG5146H		pNRC100	115884	116495	+	116399	116330	-0.14	-0.028666667	-0.059666667	-0.137	-0.131	-0.018666667	-0.086666667	-0.2
VNG5148H		pNRC100	121064	122389	+	122145	122076	-0.107666667	0.031666667	-0.006333333	0.0775	-0.017	0.058666667	0.100333333	0.061
VNG5149H		pNRC100	123641	122760	-	123501	123570	0.195666667	0.140666667	0.165666667	0.4095	0.228	0.206	0.350333333	0.347
VNG5150H		pNRC100	124233	123958	-	123968	124037	0.147	0.22	0.248666667	0.516	0.251	0.211	0.394666667	0.405
VNG5152H		pNRC100	124238	124579	+	124439	124370	0.14	0.069333333	0.223666667	0.5695	0.2775	0.216333333	0.418666667	0.4605
VNG5153H		pNRC100	124579	125277	+	125082	125013	0.167333333	0.142333333	0.161	0.5155	0.229	0.189666667	0.399333333	0.4
VNG5154H		pNRC100	125267	126310	+	126045	125976	0.178666667	0.122666667	0.101	0.312	0.1015	0.077333333	0.23	0.2225
VNG5156H		pNRC100	126536	126925	+	126691	126622	-0.005	0.086333333	0.106	0.334	0.0525	0.080666667	0.243666667	0.247
VNG5157H		pNRC100	127758	127462	-	127497	127566	0.182	-0.082333333	0.114333333	0.2975	0.188	0.180666667	0.382333333	0.2765
VNG5160H		pNRC100	128252	127758	-	127988	128057	0.313666667	0.125666667	0.17	0.4385	0.2205	0.183	0.399333333	0.3285
VNG5163G	tbpD	pNRC100	128906	128349	-	128559	128628	0.074333333	-0.147333333	0.101333333	0.268	0.152	0.086333333	0.240666667	0.2975
VNG5164C		pNRC100	129183	129791	+	129371	129302	0.187	0.063	0.029333333	0.1505	0.013	0.031333333	0.188333333	0.197
VNG5165H		pNRC100	130071	130628	+	130302	130233	0.102	-0.132666667	0.041666667	0.2135	0.084	0.098	0.187333333	0.215
VNG5166H		pNRC100	130628	130837	+	130823	130754	0.243	0.158333333	0.151666667	0.404	0.239	0.151	0.172666667	0.196
VNG5167H		pNRC100	130900	131043	+	131030	130961	0.108333333	-0.019333333	0.097333333	0.28	0.1265	0.121333333	0.214666667	0.1825
VNG5168H		pNRC100	131643	131125	-	131448	131517	0.316	0.165666667	0.116333333	0.547	0.255	0.113666667	0.373666667	0.498
VNG5169H		pNRC100	131677	132354	+	131893	131824	0.006	0.014333333	0.035	0.171	-0.063	-0.014666667	0.031333333	-0.0035
VNG5173H		pNRC100	133931	133782	-	133786	133855	-0.098666667	-0.034	-0.075333333	-0.227	-0.264	-0.186666667	-0.270333333	-0.551
VNG5174H		pNRC100	134088	135575	+	135485	135416	0.062666667	-0.011666667	0.023666667	0.1755	0.0945	0.081	0.175666667	0.211
VNG5175H		pNRC100	135712	135599	-	135601	135670	0.640666667	0.294666667	0.181	0.465	0.235	0.255333333	0.410666667	0.455
VNG5176C		pNRC100	137059	136703	-	136730	136799	0.087666667	0.175333333	0.053666667	0.1275	0.08	0.022	0.066666667	0.1005
VNG5177C		pNRC100	136707	135865	-	136524	136593	0.268333333	0.179333333	0.147666667	0.3215	0.2235	0.111333333	0.176666667	0.2385
VNG5178H		pNRC100	137592	137428	-	137428	137497	0.06	-0.026	-0.017333333	0.0515	0.021	0.001666667	0.041	-0.0415
VNG5180G	arsA2	pNRC100	139724	137793	-	139585	139654	0.572333333	0.290333333	0.161	0.4735	0.286	0.198666667	0.219333333	0.4275
VNG5181G	arsD	pNRC100	140051	139728	-	139732	139801	0.100666667	0.060666667	0.055333333	0.1985	0.0455	0.102666667	0.194666667	0.226
VNG5182G	arsR	pNRC100	140392	140778	+	140711	140642	-0.051666667	0.077333333	0.016	0.083	0.029	0.006333333	0.169666667	0.189
VNG5183G	arsC	pNRC100	140884	141309	+	141135	141066	-0.115	-0.02	-0.078666667	-0.089	-0.1325	-0.121	0.122666667	-0.163
VNG5185H		pNRC100	141871	142308	+	142296	142227	0.337333333	0.362	0.354666667	0.728	0.4915	0.254333333	0.339333333	0.4305
VNG5186H		pNRC100	144507	144794	+	144728	144659	0.239	0.002333333	0.202666667	0.4005	0.2025	0.224	0.336666667	0.3755
VNG5189H		pNRC100	145195	145494	+	145326	145257	-0.071	0.019333333	-0.003333333	0.094	-0.026	-0.013333333	0.028333333	0.088
VNG5191H		pNRC100	145498	146007	+	145963	145894	-0.009666667	0.039333333	0.010333333	0.032	-0.099	0.002	0.021333333	0.0825
VNG5192H		pNRC100	146183	146368	+	146366	146297	-0.057333333	0.07	0.058333333	0.1265	0.007	0.031666667	0.190333333	0.2765
VNG5194C		pNRC100	147005	147994	+	147127	147058	-0.062666667	-0.054666667	-0.004333333	0.112	-0.157	0.012333333	0.075333333	0.129
VNG5195H		pNRC100	148190	148633	+	148604	148535	0.275666667	0.209333333	0.145333333	0.3885	0.2665	0.153333333	0.269333333	0.277
VNG5197H		pNRC100	149110	150267	+	149988	149919	0.129333333	-0.119	0.064666667	0.277	0.1375	0.157333333	0.262333333	0.235
VNG5199H		pNRC100	152609	152208	+	70431	70362	0.191	0.074333333	0.033333333	0.175	0.086	0.052666667	0.223333333	0.2475
VNG5200H		pNRC100	153404	152916	+	69731	69662	-0.064333333	-0.035	-0.029333333	0.0905	-0.0325	-0.008	0.036666667	0.0015
VNG5203C		pNRC100	154508	154050	+	69127	69058	0.154	0.053666667	0.010666667	0.086	0.004	0.052	0.126666667	0.24
VNG6005H		pNRC200	1694	1299	-	1446	1515	0.210333333	-0.118666667	0.219	0.5805	0.3305	0.207666667	0.385	0.336
VNG6052H		pNRC200	41368	41213	-	41213	41282	0.361333333	0.204	0.253333333	0.6115	0.254	0.145666667	0.303666667	0.5845
VNG6081G	crt	pNRC200	61340	60261	-	60560	60629	-0.098	-0.011	-0.081666667	-0.159	-0.1075	-0.076	-0.118	-0.199
VNG6133H		pNRC200	102864	103037	+	102978	102909	0.366333333	0.319666667	0.262	0.4925	0.349	0.171666667	0.075	0.177
VNG6135C		pNRC200	103608	105593	+	104004	103935	-0.091666667	0.016666667	0.01	-0.0435	0.11	0.033	0.130666667	0.019
VNG6142C		pNRC200	114211	113330	-	113507	113576	0.596333333	0.262	0.16	0.487	0.3765	0.193333333	0.274666667	0.447
VNG6143H		pNRC200	118026	114211	-	117401	117470	0.347666667	0.209666667	0.293666667	0.551	0.3915	0.191	0.343	0.351
VNG6144G	trsE	pNRC200	120253	118022	-	120116	120185	0.545333333	0.26	0.247333333	0.7225	0.354	0.274	0.458	0.5205
VNG6145H		pNRC200	121358	120240	-	121010	121079	0.298	0.248	0.284666667	0.627	0.374	0.239	0.262	0.3145
VNG6148H		pNRC200	124873	123758	-	124610	124679	0.570666667	0.236	0.179666667	0.358	0.3045	0.163	0.288	0.4395
VNG6149H		pNRC200	127824	125299	-	127029	127098	0.239333333	0.021333333	0.247333333	0.5205	0.3715	0.216	0.373	0.3455
VNG6150G	orc1	pNRC200	129403	130326	+	129556	129487	0.254333333	0.260666667	0.275333333	0.5695	0.1775	0.241333333	0.424333333	0.456
VNG6152H		pNRC200	130295	130816	+	130731	130662	0.208	0.154666667	0.175333333	0.3885	0.2385	0.178	0.315333333	0.2685
VNG6153G	sojC2	pNRC200	130856	131920	+	131074	131005	-0.287666667	-0.223	-0.275333333	-0.2135	-0.226	-0.195	-0.153333333	-0.02
VNG6155H		pNRC200	132066	132374	+	132205	132136	-0.133666667	-0.122333333	-0.172	-0.0655	-0.1175	-0.115	-0.122666667	-0.072
VNG6156H		pNRC200	132832	133236	+	133142	133073	0.025	0.092	0.081666667	0.2845	0.168	0.131333333	0.175	0.2975
VNG6157H		pNRC200	135987	135574	-	135818	135887	0.101666667	0.183333333	0.167333333	0.557	0.312	0.167	0.398666667	0.3655
VNG6158H		pNRC200	136285	136127	-	136213	136282	0.249666667	0.237333333	0.28	0.6805	0.315	0.251666667	0.414666667	0.4745
VNG6159H		pNRC200	136724	136596	-	136598	136667	-0.293666667	-0.428666667	-0.436666667	-0.231	-0.282	-0.336	-0.469	-0.3045
VNG6160H		pNRC200	136952	136764	-	136792	136861	0.446666667	0.173333333	0.278666667	0.6315	0.365	0.2	0.521	0.5335
VNG6162H		pNRC200	139074	138331	-	138484	138553	0.185666667	-0.042	0.189333333	0.402	0.266	0.183666667	0.263333333	0.201
VNG6163H		pNRC200	139477	139827	+	139615	139546	0.528666667	0.267666667	0.290666667	0.797	0.414	0.223333333	0.323666667	0.6795
VNG6164G	orc2	pNRC200	140644	139853	-	139893	139962	0.197	0.098333333	0.261666667	0.547	0.2905	0.232	0.393	0.3625
VNG6165H		pNRC200	141534	141214	-	141223	141292	0.359666667	0.229333333	0.190333333	0.3245	0.2665	0.148333333	0.312333333	0.4055
VNG6166H		pNRC200	142322	141891	-	141911	141980	0.192	0.143666667	0.177333333	0.479	0.2465	0.247	0.34	0.383
VNG6168H		pNRC200	142574	142326	-	142481	142550	0.439	0.271	0.185666667	0.6595	0.306	0.203	0.5	0.587
